model,trial_number,state,cv_mean_pr_auc,cv_pr_auc_std,parameters_json,param_n_estimators,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bytree,param_gamma,param_reg_alpha,param_reg_lambda,param_iterations,param_depth,param_l2_leaf_reg,param_random_strength,param_bagging_temperature
catboost,6,COMPLETE,0.9431305173003329,0.014728033219226182,"{""bagging_temperature"": 2.475884550556351, ""depth"": 7, ""iterations"": 450, ""l2_leaf_reg"": 3.738105868191796, ""learning_rate"": 0.013399060561509796, ""random_strength"": 0.6101911742238941}",,0.013399060561509796,,,,,,,,450.0,7.0,3.738105868191796,0.6101911742238941,2.475884550556351
catboost,7,COMPLETE,0.9478754055177241,0.010840532947705922,"{""bagging_temperature"": 2.600340105889054, ""depth"": 5, ""iterations"": 200, ""l2_leaf_reg"": 7.277150634170934, ""learning_rate"": 0.15242391728466367, ""random_strength"": 1.5585553804470549}",,0.15242391728466367,,,,,,,,200.0,5.0,7.277150634170934,1.5585553804470549,2.600340105889054
catboost,8,COMPLETE,0.9402709757827481,0.01665415552818823,"{""bagging_temperature"": 4.474136752138244, ""depth"": 8, ""iterations"": 650, ""l2_leaf_reg"": 10.196967939171484, ""learning_rate"": 0.017398074711291726, ""random_strength"": 4.697494707820946}",,0.017398074711291726,,,,,,,,650.0,8.0,10.196967939171484,4.697494707820946,4.474136752138244
catboost,9,COMPLETE,0.9492823955246467,0.008859126047234649,"{""bagging_temperature"": 1.6266516538163218, ""depth"": 4, ""iterations"": 700, ""l2_leaf_reg"": 1.7987863473362906, ""learning_rate"": 0.15826541904647565, ""random_strength"": 0.22613644455269033}",,0.15826541904647565,,,,,,,,700.0,4.0,1.7987863473362906,0.22613644455269033,1.6266516538163218
catboost,10,COMPLETE,0.9495011783717773,0.010371460853015949,"{""bagging_temperature"": 0.19362599980591577, ""depth"": 5, ""iterations"": 1000, ""l2_leaf_reg"": 3.3839536805038097, ""learning_rate"": 0.05334353369227191, ""random_strength"": 3.3013102196550235}",,0.05334353369227191,,,,,,,,1000.0,5.0,3.3839536805038097,3.3013102196550235,0.19362599980591577
catboost,11,COMPLETE,0.949984370520306,0.009221715382476306,"{""bagging_temperature"": 0.026546585467778272, ""depth"": 5, ""iterations"": 1000, ""l2_leaf_reg"": 3.118002845352228, ""learning_rate"": 0.06485618348127581, ""random_strength"": 3.23127328188482}",,0.06485618348127581,,,,,,,,1000.0,5.0,3.118002845352228,3.23127328188482,0.026546585467778272
catboost,12,COMPLETE,0.9486609929534937,0.01028877794541745,"{""bagging_temperature"": 0.02086247609846971, ""depth"": 5, ""iterations"": 850, ""l2_leaf_reg"": 3.422484556346635, ""learning_rate"": 0.06934616611366157, ""random_strength"": 3.13267123319201}",,0.06934616611366157,,,,,,,,850.0,5.0,3.422484556346635,3.13267123319201,0.02086247609846971
catboost,13,COMPLETE,0.9484685706161473,0.01241824187916016,"{""bagging_temperature"": 0.8434064033993218, ""depth"": 6, ""iterations"": 350, ""l2_leaf_reg"": 2.621976226868983, ""learning_rate"": 0.07004565560709528, ""random_strength"": 3.0453693171687224}",,0.07004565560709528,,,,,,,,350.0,6.0,2.621976226868983,3.0453693171687224,0.8434064033993218
catboost,14,COMPLETE,0.9484975889829093,0.010879582371585962,"{""bagging_temperature"": 0.8310211068199418, ""depth"": 5, ""iterations"": 850, ""l2_leaf_reg"": 5.244272522349878, ""learning_rate"": 0.041405305808410724, ""random_strength"": 3.9370332199723315}",,0.041405305808410724,,,,,,,,850.0,5.0,5.244272522349878,3.9370332199723315,0.8310211068199418
catboost,15,COMPLETE,0.948341223316857,0.011296056256254038,"{""bagging_temperature"": 0.43206780908612924, ""depth"": 6, ""iterations"": 1000, ""l2_leaf_reg"": 2.3989068550795345, ""learning_rate"": 0.09024429499007859, ""random_strength"": 2.4854269680542624}",,0.09024429499007859,,,,,,,,1000.0,6.0,2.3989068550795345,2.4854269680542624,0.43206780908612924
catboost,16,COMPLETE,0.94032842219112,0.015178539582167947,"{""bagging_temperature"": 1.4469269115194994, ""depth"": 4, ""iterations"": 350, ""l2_leaf_reg"": 1.0284752698648407, ""learning_rate"": 0.03419166247862353, ""random_strength"": 2.2105312643369794}",,0.03419166247862353,,,,,,,,350.0,4.0,1.0284752698648407,2.2105312643369794,1.4469269115194994
