model,trial_number,state,cv_mean_pr_auc,cv_pr_auc_std,parameters_json,param_n_estimators,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bytree,param_gamma,param_reg_alpha,param_reg_lambda,param_iterations,param_depth,param_l2_leaf_reg,param_random_strength,param_bagging_temperature
catboost,17,COMPLETE,0.9479103967073644,0.011210469001405203,"{""bagging_temperature"": 1.0878510824440035, ""depth"": 6, ""iterations"": 600, ""l2_leaf_reg"": 13.046426687549184, ""learning_rate"": 0.105383388108341, ""random_strength"": 3.96182050863101}",,0.105383388108341,,,,,,,,600.0,6.0,13.046426687549184,3.96182050863101,1.0878510824440035
catboost,18,COMPLETE,0.9487971566811005,0.011299608869279252,"{""bagging_temperature"": 0.13022257529625847, ""depth"": 5, ""iterations"": 750, ""l2_leaf_reg"": 4.734736393682123, ""learning_rate"": 0.10378980686264029, ""random_strength"": 3.870494533280725}",,0.10378980686264029,,,,,,,,750.0,5.0,4.734736393682123,3.870494533280725,0.13022257529625847
catboost,19,COMPLETE,0.9395928055905323,0.014681919116582875,"{""bagging_temperature"": 2.028094982910864, ""depth"": 4, ""iterations"": 350, ""l2_leaf_reg"": 2.6137109104565415, ""learning_rate"": 0.03370042899844052, ""random_strength"": 2.408281850813539}",,0.03370042899844052,,,,,,,,350.0,4.0,2.6137109104565415,2.408281850813539,2.028094982910864
catboost,20,COMPLETE,0.9487270536413563,0.01047164495355618,"{""bagging_temperature"": 3.4925385379860128, ""depth"": 6, ""iterations"": 800, ""l2_leaf_reg"": 4.109622108947, ""learning_rate"": 0.05731641793024806, ""random_strength"": 3.5136795249572486}",,0.05731641793024806,,,,,,,,800.0,6.0,4.109622108947,3.5136795249572486,3.4925385379860128
catboost,21,COMPLETE,0.9499575568199322,0.008721467941781918,"{""bagging_temperature"": 0.3418251355973778, ""depth"": 5, ""iterations"": 1000, ""l2_leaf_reg"": 3.216947639735491, ""learning_rate"": 0.049636412392592456, ""random_strength"": 2.868447337527959}",,0.049636412392592456,,,,,,,,1000.0,5.0,3.216947639735491,2.868447337527959,0.3418251355973778
catboost,22,COMPLETE,0.9510378592018908,0.008613915055139433,"{""bagging_temperature"": 0.4908515732450751, ""depth"": 5, ""iterations"": 950, ""l2_leaf_reg"": 6.185788586514097, ""learning_rate"": 0.07598838485713386, ""random_strength"": 2.669371508008616}",,0.07598838485713386,,,,,,,,950.0,5.0,6.185788586514097,2.669371508008616,0.4908515732450751
catboost,23,COMPLETE,0.9499527681016193,0.011067317644331552,"{""bagging_temperature"": 1.2126449467842506, ""depth"": 5, ""iterations"": 950, ""l2_leaf_reg"": 7.314078403242048, ""learning_rate"": 0.04248157134330249, ""random_strength"": 2.6926453530661325}",,0.04248157134330249,,,,,,,,950.0,5.0,7.314078403242048,2.6926453530661325,1.2126449467842506
catboost,24,COMPLETE,0.9497408261307385,0.008961607231416811,"{""bagging_temperature"": 0.6480913236336463, ""depth"": 5, ""iterations"": 950, ""l2_leaf_reg"": 2.2067984192197905, ""learning_rate"": 0.07306256199216009, ""random_strength"": 2.011428081055051}",,0.07306256199216009,,,,,,,,950.0,5.0,2.2067984192197905,2.011428081055051,0.6480913236336463
catboost,25,COMPLETE,0.9483525867838619,0.009454861271279251,"{""bagging_temperature"": 0.4342614820278853, ""depth"": 6, ""iterations"": 900, ""l2_leaf_reg"": 3.129603982988574, ""learning_rate"": 0.055632743994217804, ""random_strength"": 3.583666639366403}",,0.055632743994217804,,,,,,,,900.0,6.0,3.129603982988574,3.583666639366403,0.4342614820278853
catboost,26,COMPLETE,0.9468206579561904,0.012716564830394975,"{""bagging_temperature"": 1.1821926936237617, ""depth"": 5, ""iterations"": 1000, ""l2_leaf_reg"": 5.950870238097469, ""learning_rate"": 0.026059165357450828, ""random_strength"": 4.361042121424203}",,0.026059165357450828,,,,,,,,1000.0,5.0,5.950870238097469,4.361042121424203,1.1821926936237617
catboost,27,COMPLETE,0.9497214777962052,0.011100602281574574,"{""bagging_temperature"": 0.5153379741849733, ""depth"": 6, ""iterations"": 900, ""l2_leaf_reg"": 10.915321702692047, ""learning_rate"": 0.04543282591201213, ""random_strength"": 1.9082470579890696}",,0.04543282591201213,,,,,,,,900.0,6.0,10.915321702692047,1.9082470579890696,0.5153379741849733
catboost,28,COMPLETE,0.950393011707739,0.010870738401523847,"{""bagging_temperature"": 0.8996348448917503, ""depth"": 5, ""iterations"": 800, ""l2_leaf_reg"": 19.378438231952888, ""learning_rate"": 0.077747803856828, ""random_strength"": 2.7262863413615768}",,0.077747803856828,,,,,,,,800.0,5.0,19.378438231952888,2.7262863413615768,0.8996348448917503
catboost,29,COMPLETE,0.9499322032576261,0.009638504829400702,"{""bagging_temperature"": 0.8102845891385796, ""depth"": 5, ""iterations"": 750, ""l2_leaf_reg"": 1.0899033397937021, ""learning_rate"": 0.19848978742652895, ""random_strength"": 2.652711146554133}",,0.19848978742652895,,,,,,,,750.0,5.0,1.0899033397937021,2.652711146554133,0.8102845891385796
catboost,30,COMPLETE,0.9498505699722001,0.010234721913471028,"{""bagging_temperature"": 2.1638474021973537, ""depth"": 6, ""iterations"": 800, ""l2_leaf_reg"": 17.10969149843409, ""learning_rate"": 0.07683904775259788, ""random_strength"": 3.639100561574646}",,0.07683904775259788,,,,,,,,800.0,6.0,17.10969149843409,3.639100561574646,2.1638474021973537
catboost,31,COMPLETE,0.9495405064659593,0.010326748856509324,"{""bagging_temperature"": 1.0844493630517449, ""depth"": 5, ""iterations"": 950, ""l2_leaf_reg"": 19.596359776530885, ""learning_rate"": 0.0904302488760805, ""random_strength"": 2.830490167548361}",,0.0904302488760805,,,,,,,,950.0,5.0,19.596359776530885,2.830490167548361,1.0844493630517449
catboost,32,COMPLETE,0.9499969236008197,0.011136428611365731,"{""bagging_temperature"": 0.4920571984109247, ""depth"": 5, ""iterations"": 850, ""l2_leaf_reg"": 13.691554925809596, ""learning_rate"": 0.05808381432960489, ""random_strength"": 3.255825808551343}",,0.05808381432960489,,,,,,,,850.0,5.0,13.691554925809596,3.255825808551343,0.4920571984109247
catboost,33,COMPLETE,0.9486652293848961,0.011702828337294014,"{""bagging_temperature"": 0.006544452422659663, ""depth"": 4, ""iterations"": 850, ""l2_leaf_reg"": 9.924788468718141, ""learning_rate"": 0.12041921127206404, ""random_strength"": 3.3667506506635005}",,0.12041921127206404,,,,,,,,850.0,4.0,9.924788468718141,3.3667506506635005,0.006544452422659663
catboost,34,COMPLETE,0.948938862941827,0.010415340046010123,"{""bagging_temperature"": 1.5404101360674276, ""depth"": 5, ""iterations"": 800, ""l2_leaf_reg"": 12.317346618288582, ""learning_rate"": 0.06289278476581739, ""random_strength"": 2.289216411159984}",,0.06289278476581739,,,,,,,,800.0,5.0,12.317346618288582,2.289216411159984,1.5404101360674276
catboost,35,COMPLETE,0.9496967677140269,0.0105908360714638,"{""bagging_temperature"": 0.6917462995429723, ""depth"": 4, ""iterations"": 900, ""l2_leaf_reg"": 14.420010160766367, ""learning_rate"": 0.08595933098813355, ""random_strength"": 1.1770924261068305}",,0.08595933098813355,,,,,,,,900.0,4.0,14.420010160766367,1.1770924261068305,0.6917462995429723
catboost,36,COMPLETE,0.9338507367441059,0.01755968836224117,"{""bagging_temperature"": 0.9691174509254585, ""depth"": 5, ""iterations"": 900, ""l2_leaf_reg"": 8.361281603781062, ""learning_rate"": 0.010275332153791766, ""random_strength"": 4.393567145262337}",,0.010275332153791766,,,,,,,,900.0,5.0,8.361281603781062,4.393567145262337,0.9691174509254585
catboost,37,COMPLETE,0.9477273442536216,0.012667029729539573,"{""bagging_temperature"": 1.3783992794038145, ""depth"": 6, ""iterations"": 750, ""l2_leaf_reg"": 16.02035059819418, ""learning_rate"": 0.03737412588217374, ""random_strength"": 1.787489626245338}",,0.03737412588217374,,,,,,,,750.0,6.0,16.02035059819418,1.787489626245338,1.3783992794038145
catboost,38,COMPLETE,0.9497210523053434,0.009278606007060944,"{""bagging_temperature"": 3.2060108774699074, ""depth"": 4, ""iterations"": 950, ""l2_leaf_reg"": 8.650018251221853, ""learning_rate"": 0.13720344593535125, ""random_strength"": 3.1233500502980083}",,0.13720344593535125,,,,,,,,950.0,4.0,8.650018251221853,3.1233500502980083,3.2060108774699074
catboost,39,COMPLETE,0.9481483504138138,0.013227893601299907,"{""bagging_temperature"": 0.5186386327271488, ""depth"": 8, ""iterations"": 850, ""l2_leaf_reg"": 7.080223339503727, ""learning_rate"": 0.02830744654180151, ""random_strength"": 2.5591333822167663}",,0.02830744654180151,,,,,,,,850.0,8.0,7.080223339503727,2.5591333822167663,0.5186386327271488
